,Drug_ID,Smiles,Selfies
75,PubChem7848124,O=C(COC(=O)c1ccc2c(c1)NC(=O)CCS2)Nc1cc(F)ccc1F,[O][=C][Branch2][Ring1][O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][S][Ring1][=Branch2][N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F]
76,PubChem7848495,C[C@H](Oc1cc(Cl)cc(Cl)c1)C(=O)Nc1ccccc1[N+](=O)[O-],[C][C@H1][Branch1][S][O][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1]
77,PubChem7848973,COC(=O)c1ccc2c(=O)n(C[C@H](C)O)c(SCc3cccc(F)c3)nc2c1,[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C@H1][Branch1][C][C][O][C][Branch1][=C][S][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][=N][C][Ring2][Ring1][Ring2][=C][Ring2][Ring1][Branch2]
78,PubChem7849229,CCc1ccc(CC)c(C(=O)COC(=O)c2cc(S(C)(=O)=O)ccc2C)c1,[C][C][C][=C][C][=C][Branch1][Ring1][C][C][C][Branch2][Ring1][=C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][=C][C][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][=Branch2]
79,PubChem17396914,CC(=O)NCc1ccc(C(=O)NC(C)c2cccc(C(F)(F)F)c2)cc1,[C][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][Branch1]
80,PubChem17398012,CSCC(=O)Nc1cc(Cl)ccc1C,[C][S][C][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C]
81,PubChem7849415,Cc1ccc(S(C)(=O)=O)cc1C(=O)OCC(=O)N[C@@H]1CCCC[C@@H]1C,[C][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][C]
82,PubChem7847846,CNC(=O)NC(=O)[C@@H](C)Sc1c(Cl)cccc1Cl,[C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C@@H1][Branch1][C][C][S][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl]
83,PubChem7847851,N#Cc1ccccc1NC(=O)COC(=O)c1ccc(-c2ccc(Cl)cc2)s1,[N][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][S][Ring1][N]
84,PubChem7847489,CCc1cc(C(=O)OCC(=O)Nc2cc(Cl)ccc2OC)sc1C,[C][C][C][C][=C][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][C][S][C][=Ring2][Ring1][Branch1][C]
85,PubChem7847120,CCc1nc2ccccc2c(C(=O)OCc2ccc3c(c2)OCO3)c1C,[C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][=C][Ring2][Ring1][#Branch1][C]
86,PubChem7849237,Cc1ccc(S(C)(=O)=O)cc1C(=O)O[C@H](C)c1ccccc1,[C][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][O][C@H1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
87,PubChem17397886,COc1ccccc1NC(=O)C(C)NC(C)c1cccc(C(F)(F)F)c1,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][Branch1][C][C][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2]
88,PubChem7848902,CN(CC(=O)OCc1ccccc1Cl)S(=O)(=O)c1ccc(F)cc1,[C][N][Branch1][P][C][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
89,PubChem17397270,CC(=O)Nc1cc(C(=O)COC(=O)c2ccc3c(c2)CCC3)ccc1O,[C][C][=Branch1][C][=O][N][C][=C][C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][Branch1][O]
90,PubChem17397825,Cc1nn(-c2ccc(C(=O)NC3CC3)cc2)c(C)c1Cl,[C][C][=N][N][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][O][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1][C][=C][Ring1][N][C][Branch1][C][C][=C][Ring2][Ring1][C][Cl]
91,PubChem7847650,O=C(COc1ccccc1Br)NC(=O)NC1CCCC1,[O][=C][Branch1][N][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][N][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][Branch1]
92,PubChem7847635,O=C(COc1ccccc1Br)NCC12CC3CC(CC(C3)C1)C2,[O][=C][Branch1][N][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][N][C][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2]
93,PubChem7847836,C[C@H](Sc1c(Cl)cccc1Cl)C(=O)NCc1ccc2c(c1)OCO2,[C][C@H1][Branch1][=C][S][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1]
94,PubChem7848023,CCCOc1c(Cl)cc(/C=C/C(=O)O[C@@H](C)C(=O)NC2CC2)cc1OC,[C][C][C][O][C][=C][Branch1][C][Cl][C][=C][Branch2][Ring1][=Branch1][/C][=C][/C][=Branch1][C][=O][O][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1][C][=C][Ring2][Ring1][Ring2][O][C]
95,PubChem7848027,CCCOc1c(Cl)cc(/C=C/C(=O)OCc2ccc(C#N)cc2)cc1OC,[C][C][C][O][C][=C][Branch1][C][Cl][C][=C][Branch2][Ring1][Branch1][/C][=C][/C][=Branch1][C][=O][O][C][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][Branch1][O][C]
96,PubChem7848488,C[C@H](Oc1cc(Cl)cc(Cl)c1)C(=O)Nc1ccc(C(N)=O)cc1,[C][C@H1][Branch1][S][O][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Ring1][=Branch2]
97,PubChem7849508,CCNC(=O)NC(=O)COC(=O)c1cc(S(C)(=O)=O)ccc1C,[C][C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][=C][C][=C][Ring1][#Branch2][C]
98,PubChem17397867,CC(C)C(C)NC(=O)CSc1ccc([N+](=O)[O-])cc1,[C][C][Branch1][C][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][S][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2]
99,PubChem17397870,CCOc1cccc2cc(C(C)NC(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)oc12,[C][C][O][C][=C][C][=C][C][C][=C][Branch2][Ring2][Branch1][C][Branch1][C][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2][O][C][Ring2][Ring1][=N][=Ring2][Ring1][=Branch2]
100,PubChem17397872,COCCNC(=O)N1CCN(c2ccccc2Cl)CC1,[C][O][C][C][N][C][=Branch1][C][=O][N][C][C][N][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][C][Ring1][=N]
101,PubChem7847349,CCCCc1ccc(NC(=O)COC(=O)COc2ccccc2Cl)cc1,[C][C][C][C][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][Ring2][Ring1][=Branch1]
102,PubChem7847520,CCc1cc(C(=O)OCC(=O)Nc2cc([N+](=O)[O-])ccc2F)sc1C,[C][C][C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][=C][Ring1][=Branch2][F][S][C][=Ring2][Ring1][=Branch1][C]
103,PubChem7847629,COC(=O)c1ccc(COC(=O)CNS(=O)(=O)c2ccc3c(c2)CCCC3)cc1,[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][S][C][O][C][=Branch1][C][=O][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch2]
104,PubChem17397514,O=C(Cn1ccc2ccccc2c1=O)Nc1ccc(OC(F)F)cc1,[O][=C][Branch1][P][C][N][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][N][C][=C][C][=C][Branch1][#Branch1][O][C][Branch1][C][F][F][C][=C][Ring1][#Branch2]
105,PubChem7847359,Clc1cccc(Cl)c1C[NH2+]C1CCCCC1,[Cl][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][NH2+1][C][C][C][C][C][C][Ring1][=Branch1]
106,PubChem7847388,Fc1ccc(COc2ccccc2CNc2nnn[n-]2)cc1,[F][C][=C][C][=C][Branch2][Ring1][Ring2][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=N][N][=N][N-1][Ring1][Branch1][C][=C][Ring2][Ring1][Branch1]
107,PubChem7847482,CCc1cc(C(=O)OCC(=O)Nc2ccc(C#N)cc2)sc1C,[C][C][C][C][=C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][S][C][=Ring2][Ring1][Ring2][C]
108,PubChem7847578,Cc1cc(C(=O)COC(=O)CNS(=O)(=O)c2ccc3c(c2)CCCC3)c(C)n1C,[C][C][=C][C][Branch2][Ring2][Ring2][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1][=C][Branch1][C][C][N][Ring2][Ring1][O][C]
109,PubChem7847599,C[C@@H](OC(=O)CNS(=O)(=O)c1ccc2c(c1)CCCC2)C(N)=O,[C][C@@H1][Branch2][Ring1][#C][O][C][=Branch1][C][=O][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1][C][Branch1][C][N][=O]
110,PubChem7847602,Cc1cc(C(=O)COc2ccccc2Br)c(C)n1C[C@@H]1CCCO1,[C][C][=C][C][Branch1][S][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][=C][Branch1][C][C][N][Ring1][P][C][C@@H1][C][C][C][O][Ring1][Branch1]
111,PubChem7847946,COc1cc(/C=C/C(=O)OCC#N)cc(Cl)c1OCC(C)C,[C][O][C][=C][C][Branch1][O][/C][=C][/C][=Branch1][C][=O][O][C][C][#N][=C][C][Branch1][C][Cl][=C][Ring1][#C][O][C][C][Branch1][C][C][C]
112,PubChem17398288,Cc1cc(NC(=O)CSc2nc3ccccc3n2C(C)C)no1,[C][C][=C][C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C][S][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][Branch1][C][C][C][=N][O][Ring2][Ring1][=Branch1]
113,PubChem7847318,Cc1[nH]c2ccccc2c1C(=O)[C@H](C)OC(=O)COc1ccccc1Cl,[C][C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][=Branch2][C][=Branch1][C][=O][C@H1][Branch1][C][C][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl]
114,PubChem7847662,C[C@](C#N)(NC(=O)COc1ccccc1Br)C1CC1,[C][C@][Branch1][Ring1][C][#N][Branch1][P][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][C][C][C][Ring1][Ring1]
115,PubChem47207027,CCCCCNC(=O)C(C)S(=O)(=O)Cc1nc(C)no1,[C][C][C][C][C][N][C][=Branch1][C][=O][C][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=N][C][Branch1][C][C][=N][O][Ring1][=Branch1]
116,PubChem7847194,CNC(=O)NC(=O)[C@H](C)OC(=O)c1cn(-c2ccccc2)nc1-c1ccc(C)cc1,[C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][O][C][=Branch1][C][=O][C][=C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1]
117,PubChem7847633,O=C(COc1ccccc1Br)NC(=O)NC1CCCCC1,[O][=C][Branch1][N][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][N][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1]
118,PubChem7847659,CCc1ccc2c(COc3ccccc3Br)cc(=O)oc2c1,[C][C][C][=C][C][=C][C][Branch1][N][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][=C][C][=Branch1][C][=O][O][C][Ring1][S][=C][Ring2][Ring1][Ring2]
119,PubChem7847301,C[C@@H](OC(=O)COc1ccccc1Cl)C(=O)Nc1ccc(F)c(F)c1F,[C][C@@H1][Branch1][P][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2][F]
120,PubChem7847340,Cc1ccc(NC(=O)COC(=O)COc2ccccc2Cl)c(C)c1,[C][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][Branch1][C][C][=C][Ring2][Ring1][#Branch1]
121,PubChem7847366,Brc1cccc(CNc2nnn[n-]2)c1,[Br][C][=C][C][=C][C][Branch1][#Branch2][C][N][C][=N][N][=N][N-1][Ring1][Branch1][=C][Ring1][=N]
122,PubChem7847569,O=C(COc1ccccc1Br)Nc1cc(F)ccc1F,[O][=C][Branch1][N][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F]
123,PubChem7847587,CCNC(=O)NC(=O)COC(=O)CNS(=O)(=O)c1ccc2c(c1)CCCC2,[C][C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1]
124,PubChem7848227,CC(C)CCC(=O)O[C@@H](C)C(=O)Nc1ccc(C(N)=O)cc1,[C][C][Branch1][C][C][C][C][C][=Branch1][C][=O][O][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Ring1][=Branch2]
125,PubChem7849401,Cc1ccccc1/C=C/C(=O)OCC(=O)N[C@H](C)c1ccccc1Br,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][/C][=C][/C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Br]
126,PubChem17396840,Cc1cccc2c(=O)n(CCC(=O)Nc3cccc4ncccc34)cnc12,[C][C][=C][C][=C][C][C][=Branch1][C][=O][N][Branch2][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=N][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=N][C][Ring2][Ring1][#Branch2][=Ring2][Ring1][=Branch1]
127,PubChem7847199,Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)OCc2ccc3c(c2)OCO3)cc1,[C][C][=C][C][=C][Branch2][Ring2][#Branch1][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][O][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][C][=C][Ring2][Ring1][=C]
128,PubChem7847609,O=C(COc1ccccc1Br)Nc1cc(Cl)ccc1-n1cncn1,[O][=C][Branch1][N][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][C][=N][C][=N][Ring1][Branch1]
129,PubChem7847610,CC(C)[C@@H](OC(=O)CNS(=O)(=O)c1ccc2c(c1)CCCC2)C(=O)NC(N)=O,[C][C][Branch1][C][C][C@@H1][Branch2][Ring1][#C][O][C][=Branch1][C][=O][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][C][N][=O]
130,PubChem7847613,C[C@@H](NC(=O)COc1ccccc1Br)c1cccs1,[C][C@@H1][Branch1][P][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][C][=C][C][=C][S][Ring1][Branch1]
131,PubChem7847430,C[C@H](Sc1ccc(C(C)(C)C)cc1)C(=O)Nc1ccc(S(N)(=O)=O)cc1,[C][C@H1][Branch2][Ring1][Ring2][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2]
132,PubChem7847453,CCOC(=O)c1ccc(NC(=O)COC(=O)c2cc(CC)c(C)s2)cc1,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][C][C][=C][Branch1][C][C][S][Ring1][Branch2][C][=C][Ring2][Ring1][Branch1]
133,PubChem7847500,CCc1cc(C(=O)OCC(=O)Nc2ccccc2C(=O)NCC(C)C)sc1C,[C][C][C][C][=C][Branch2][Ring1][#C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][Branch1][C][C][C][S][C][=Ring2][Ring1][=Branch2][C]
134,PubChem7847616,C[C@@H](NC(=O)COc1ccccc1Br)c1ccc(F)cc1F,[C][C@@H1][Branch1][P][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F]
135,PubChem7849035,CN(CC(=O)OCC(=O)NC1(C#N)CCCC1)S(=O)(=O)c1ccc(F)cc1,[C][N][Branch2][Ring1][Branch2][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][#N][C][C][C][C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
136,PubChem7847221,CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)COc1ccccc1Cl,[C][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][NH1][C][Branch1][C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl]
137,PubChem7848026,CC(C)CCC(=O)OCc1nnc(-c2ccc([N+](=O)[O-])cc2)o1,[C][C][Branch1][C][C][C][C][C][=Branch1][C][=O][O][C][C][=N][N][=C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][O][Ring1][=C]
138,PubChem7847256,C[C@H](NC(=O)COC(=O)COc1ccccc1Cl)C12CC3CC(CC(C3)C1)C2,[C][C@H1][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2]
139,PubChem7847197,Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)O[C@H](C)C#N)cc1,[C][C][=C][C][=C][Branch2][Ring1][=N][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][O][C][=Branch1][C][=O][O][C@H1][Branch1][C][C][C][#N][C][=C][Ring2][Ring1][Branch2]
140,PubChem7847255,O=C(COC(=O)COc1ccccc1Cl)NCCN1C(=O)CSC1=O,[O][=C][Branch2][Ring1][C][C][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][N][C][C][N][C][=Branch1][C][=O][C][S][C][Ring1][=Branch1][=O]
141,PubChem17396727,Cc1ccc2nc(NC(=O)c3ccsc3)sc2c1,[C][C][=C][C][=C][N][=C][Branch1][=N][N][C][=Branch1][C][=O][C][C][=C][S][C][=Ring1][Branch1][S][C][Ring1][=N][=C][Ring1][P]
142,PubChem7847073,CCc1nc2ccccc2c(C(=O)OCC(=O)Nc2c(C)cc(C)cc2Cl)c1C,[C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][O][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C][=C][Branch1][C][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][Cl][=C][Ring2][Ring1][#Branch2][C]
143,PubChem7847106,CCc1nc2ccccc2c(C(=O)O[C@H](C)C(=O)N[C@H](C)CCc2ccccc2)c1C,[C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][=N][C][=Branch1][C][=O][O][C@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][N][C]
144,PubChem17397875,Cc1cc(C)cc(-n2ccnc2SCC(=O)N(C)CCC#N)c1,[C][C][=C][C][Branch1][C][C][=C][C][Branch2][Ring1][=Branch1][N][C][=C][N][=C][Ring1][Branch1][S][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][C][#N][=C][Ring2][Ring1][=Branch1]
145,PubChem7849427,CC(=O)Nc1ccc(NC(=O)[C@@H](C)OC(=O)/C=C/c2ccccc2C)cc1,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C@@H1][Branch1][C][C][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][Ring2][Ring1][#Branch1]
146,PubChem7847266,Cc1cc2oc(=O)cc(COC(=O)COc3ccccc3Cl)c2cc1Cl,[C][C][=C][C][O][C][=Branch1][C][=O][C][=C][Branch2][Ring1][C][C][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][Branch2][Cl]
147,PubChem7847317,Cc1[nH]c2ccccc2c1C(=O)[C@@H](C)OC(=O)COc1ccccc1Cl,[C][C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][=Branch2][C][=Branch1][C][=O][C@@H1][Branch1][C][C][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl]
148,PubChem7847428,CNC(=O)NC(=O)[C@@H](C)Sc1ccc(C(C)(C)C)cc1,[C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C@@H1][Branch1][C][C][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2]
149,PubChem7847449,C[C@H](Sc1ccc(C(C)(C)C)cc1)C(=O)Nc1ccc(C(N)=O)cc1,[C][C@H1][Branch2][Ring1][Ring2][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Ring1][=Branch2]
150,PubChem7847487,CCc1cc(C(=O)OCC(=O)Nc2ccccc2C(F)(F)F)sc1C,[C][C][C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][S][C][=Ring2][Ring1][=Branch1][C]
151,PubChem7847525,CCc1cc(C(=O)OCn2nnc3ccccc3c2=O)sc1C,[C][C][C][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O][C][N][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][S][C][=Ring2][Ring1][Ring2][C]
152,PubChem7847686,CCOC(=O)NC(=O)CSc1nnc(SCc2ccc(C(C)C)cc2)s1,[C][C][O][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][S][C][=N][N][=C][Branch2][Ring1][C][S][C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][S][Ring1][S]
